ID,Ticker,DateKey,AccountsPayable,AccountsReceivable,Addlincomeexpenseitems,AfterTaxROE,CapitalExpenditures,CapitalSurplus,CashRatio,CashandCashEquivalents,ChangesinInventories,CommonStocks,CostofRevenue,CurrentRatio,DeferredAssetCharges,DeferredLiabilityCharges,Depreciation,EarningsBeforeInterestandTax,EarningsBeforeTax,EffectofExchangeRate,EquityEarningsLossUnconsolidatedSubsidiary,FixedAssets,Goodwill,GrossMargin,GrossProfit,IncomeTax,IntangibleAssets,InterestExpense,Inventory,Investments,Liabilities,LongTermDebt,LongTermInvestments,MinorityInterest,MiscStocks,NetBorrowings,NetCashFlow,NetCashFlowOperating,NetCashFlowsFinancing,NetCashFlowsInvesting,NetIncome,NetIncomeAdjustments,NetIncomeApplicabletoCommonShareholders,NetIncomeContOperations,NetReceivables,NonRecurringItems,OperatingIncome,OperatingMargin,OtherAssets,OtherCurrentAssets,OtherCurrentLiabilities,OtherEquity,OtherFinancingActivities,OtherInvestingActivities,OtherLiabilities,OtherOperatingActivities,OtherOperatingItems,PreTaxMargin,PreTaxROE,ProfitMargin,QuickRatio,ResearchandDevelopment,RetainedEarnings,SaleandPurchaseofStock,SalesGeneralandAdmin.,ShortTermDebtCurrentPortionofLongTermDebt,ShortTermInvestments,TotalAssets,TotalCurrentAssets,TotalCurrentLiabilities,TotalEquity,TotalLiabilities,TotalLiabilitiesEquity,TotalRevenue,TreasuryStock,ForYear,EarningsPerShare,EstimatedSharesOutstanding,Fund_ID,Broker_ID
46,AEE,31-12-2014,842000000.0,31000000,57000000,9,-1785000000,5617000000.0,0.0,5000000.0,3000000,2000000.0,3586000000.0,75.0,0,4149000000,813000000,1311000000,970000000,0,0,17424000000.0,411000000.0,41,2467000000.0,377000000,0.0,341000000,524000000,-8000000.0,-72000000,6085000000.0,549000000.0,142000000,0,547000000,-25000000,1551000000.0,141000000.0,-1717000000.0,592000000,413000000,592000000,593000000,769000000,0,1254000000,21,2211000000.0,396000000,573000000.0,-9000000,-10000000,76000000,2951000000.0,-229000000,745000000,16,14,10,52.0,0,1103000000.0,-11000000,468000000,834000000.0,0.0,22289000000.0,1694000000.0,2249000000,6713000000.0,15576000000.0,22289000000.0,6053000000.0,0.0,2014.0,2.42,244628099.2,50,50
47,AEE,31-12-2015,909000000.0,83000000,44000000,9,-1917000000,5616000000.0,14.0,292000000.0,-14000000,2000000.0,3501000000.0,92.0,0,4476000000,896000000,1303000000,948000000,0,0,18799000000.0,411000000.0,43,2597000000.0,363000000,0.0,355000000,538000000,-2000000.0,-91000000,6880000000.0,556000000.0,142000000,0,664000000,287000000,2017000000.0,246000000.0,-1976000000.0,636000000,367000000,636000000,585000000,725000000,0,1259000000,21,1957000000.0,362000000,488000000.0,-3000000,-10000000,-57000000,3103000000.0,140000000,796000000,16,14,10,66.0,0,1331000000.0,-12000000,542000000,696000000.0,0.0,23640000000.0,1917000000.0,2093000000,6946000000.0,16694000000.0,23640000000.0,6098000000.0,0.0,2015.0,2.6,244615384.6,14,14
48,AEP,31-12-2012,2185000000.0,-16000000,154000000,8,-3025000000,6049000000.0,10.0,355000000.0,-224000000,3289000000.0,6395000000.0,67.0,1627000000,10406000000,1918000000,2810000000,1822000000,0,44000000,38763000000.0,91000000.0,57,8550000000.0,604000000,0.0,988000000,1519000000,-180000000.0,191000000,15586000000.0,2074000000.0,0,0,473000000,58000000,3804000000.0,-355000000.0,-3391000000.0,1259000000,676000000,1259000000,1259000000,1871000000,300000000,2656000000,18,7223000000.0,520000000,1331000000.0,-337000000,5000000,-186000000,6315000000.0,-3000000,1782000000,12,12,8,45.0,0,6236000000.0,83000000,3812000000,3307000000.0,324000000.0,54367000000.0,4589000000.0,6823000000,15237000000.0,39130000000.0,54367000000.0,14945000000.0,0.0,2012.0,2.6,484230769.2,84,34
49,AEP,31-12-2013,2333000000.0,22900000,160800000,9,-3616400000,6131000000.0,9.0,188000000.0,119200000,3303000000.0,6722300000.0,71.0,2038000000,11444000000,1843100000,2983300000,2093300000,0,58300000,40997000000.0,91000000.0,55,8091200000.0,677700000,0.0,890000000,1423000000,-112200000.0,117700000,16828000000.0,2229000000.0,1000000,0,317000000,-161200000,4096200000.0,-438700000.0,-3817800000.0,1484200000,493700000,1480500000,1473900000,1860000000,226400000,2822500000,19,6749000000.0,486000000,1383000000.0,-115000000,115400000,-161200000,5944000000.0,14500000,1712500000,14,13,10,47.0,0,6766000000.0,83200000,3329800000,2396000000.0,353000000.0,56414000000.0,4310000000.0,6112000000,16085000000.0,40329000000.0,56414000000.0,14813500000.0,0.0,2013.0,3.04,488223684.2,61,11
50,AEP,31-12-2014,2360000000.0,-60300000,143500000,10,-4130000000,6203400000.0,8.0,257700000.0,100800000,3313300000.0,7685700000.0,56.0,2131300000,11918900000,2041800000,3270900000,2402900000,0,90200000,43635100000.0,52500000.0,53,8692900000.0,902600000,0.0,868000000,1316600000,-152100000.0,162800000,16012000000.0,2389900000.0,4300000,0,767400000,45000000,4602400000.0,-150900000.0,-4405900000.0,1638000000,739900000,1633800000,1590500000,1835200000,0,3127400000,19,6857700000.0,683000000,1668600000.0,-103100000,5700000,-123800000,6822600000.0,-21200000,1897600000,15,14,10,40.0,0,7406600000.0,73600000,3667900000,3938000000.0,385600000.0,59544600000.0,4478100000.0,7966600000,16820200000.0,42724400000.0,59544600000.0,16378600000.0,0.0,2014.0,3.34,490419161.7,99,49
51,AEP,31-12-2015,2624000000.0,200200000,163300000,11,-4508000000,6296500000.0,9.0,283700000.0,-38600000,3324000000.0,7433500000.0,57.0,2106600000,12802900000,2154700000,3496800000,2622900000,0,65300000,46133200000.0,52500000.0,55,9019700000.0,919600000,0.0,873900000,1339400000,-60000000.0,87600000,17740900000.0,2428200000.0,13200000,0,393700000,13900000,4748700000.0,-661700000.0,-4564000000.0,2052300000,319200000,2047100000,1768600000,1640500000,0,3333500000,20,6890200000.0,422000000,1765600000.0,-127100000,-78000000,4000000,6125900000.0,464200000,2009700000,16,15,12,38.0,0,8398300000.0,81600000,3676500000,2718900000.0,386800000.0,61683100000.0,4072400000.0,7108500000,17891700000.0,43791400000.0,61683100000.0,16453200000.0,0.0,,,,19,19
52,AFL,31-12-2012,3858000000.0,-199000000,0,18,0,1505000000.0,,2041000000.0,0,67000000.0,17074000000.0,,9658000000,0,0,4563000000,4302000000,-153000000,0,564000000.0,0.0,33,8290000000.0,1436000000,0.0,261000000,0,-17472000000.0,12717000000,10629000000.0,117000000000.0,0,0,2622000000,-208000000,14952000000.0,1945000000.0,-16952000000.0,2866000000,349000000,2866000000,2866000000,976000000,0,4302000000,17,835000000.0,0,0.0,2715000000,12000000,520000000,101000000000.0,-781000000,3727000000,17,27,11,,0,17387000000.0,-86000000,0,0.0,0.0,131000000000.0,0.0,0,15978000000.0,115000000000.0,131000000000.0,25364000000.0,-5696000000.0,2012.0,6.14,466775244.3,57,7
53,AFL,31-12-2013,3718000000.0,-8000000,0,22,0,1644000000.0,,2543000000.0,0,67000000.0,15341000000.0,,8798000000,0,0,5109000000,4816000000,-90000000,0,481000000.0,0.0,36,8598000000.0,1658000000,0.0,293000000,0,-11056000000.0,7799000000,10717000000.0,107000000000.0,0,0,2490000000,502000000,10547000000.0,1136000000.0,-11091000000.0,3158000000,-399000000,3158000000,3158000000,1165000000,0,4816000000,20,1606000000.0,0,0.0,-563000000,6000000,-35000000,92252000000.0,-3000000,3489000000,20,33,13,,0,19885000000.0,-725000000,0,0.0,0.0,121000000000.0,0.0,0,14620000000.0,107000000000.0,121000000000.0,23939000000.0,-6413000000.0,2013.0,6.8,464411764.7,95,45
54,AFL,31-12-2014,5293000000.0,-7000000,0,16,0,1711000000.0,,4658000000.0,0,67000000.0,14373000000.0,,8273000000,0,0,4808000000,4491000000,-47000000,0,429000000.0,0.0,37,8355000000.0,1540000000,0.0,317000000,0,-4271000000.0,3737000000,7475000000.0,103000000000.0,0,0,1668000000,2115000000,6550000000.0,-147000000.0,-4241000000.0,2951000000,-215000000,2951000000,2951000000,842000000,0,4491000000,20,2120000000.0,0,0.0,1979000000,16000000,30000000,88652000000.0,84000000,3547000000,20,24,13,,0,22156000000.0,-1177000000,0,0.0,0.0,120000000000.0,0.0,0,18347000000.0,101000000000.0,120000000000.0,22728000000.0,-7566000000.0,2014.0,6.54,451223241.6,76,26
55,AFL,31-12-2015,4340000000.0,147000000,0,14,0,1828000000.0,,4350000000.0,0,67000000.0,13049000000.0,,8511000000,0,0,4151000000,3862000000,0,0,427000000.0,0.0,37,7823000000.0,1329000000,0.0,289000000,0,-4811000000.0,3488000000,5952000000.0,102000000000.0,0,0,-18000000,-308000000,6776000000.0,-2187000000.0,-4897000000.0,2533000000,-140000000,2533000000,2533000000,705000000,0,3862000000,19,1988000000.0,0,0.0,625000000,-234000000,-86000000,90296000000.0,748000000,3672000000,19,22,12,,0,24007000000.0,-1279000000,0,0.0,0.0,118000000000.0,0.0,0,17708000000.0,101000000000.0,118000000000.0,20872000000.0,-8819000000.0,2015.0,5.88,430782312.9,78,28
56,AIG,31-12-2012,0.0,3085000000,-6768000000,4,0,80410000000.0,,1151000000.0,0,4766000000.0,37745000000.0,,25648000000,0,7349000000,5210000000,2891000000,16000000,0,0.0,0.0,47,33469000000.0,-808000000,0.0,2319000000,0,16730000000.0,-1255000000,48500000000.0,386000000000.0,667000000,334000000,-2489000000,-260000000,3676000000.0,-20564000000.0,16612000000.0,3438000000,-1707000000,3438000000,3699000000,39584000000,0,2891000000,4,67736000000.0,0,0.0,12574000000,-5075000000,-118000000,401000000000.0,-7496000000,0,4,3,5,,0,14176000000.0,-13000000000,21491000000,0.0,28808000000.0,549000000000.0,0.0,0,98002000000.0,451000000000.0,549000000000.0,71214000000.0,-13924000000.0,2012.0,,,94,44
57,AIG,31-12-2013,0.0,2174000000,-699000000,9,0,80899000000.0,,2241000000.0,0,4766000000.0,34660000000.0,,31361000000,0,4713000000,11510000000,9368000000,-92000000,0,0.0,0.0,50,34214000000.0,360000000,0.0,2142000000,0,7049000000.0,-437000000,41693000000.0,369000000000.0,611000000,30000000,-8962000000,1114000000,5865000000.0,-11758000000.0,7099000000.0,9085000000,-2434000000,9085000000,9008000000,36768000000,0,9368000000,14,80425000000.0,0,0.0,6360000000,-1905000000,50000000,399000000000.0,-7243000000,0,14,9,13,,0,22965000000.0,-597000000,22005000000,0.0,21617000000.0,541000000000.0,0.0,0,100000000000.0,441000000000.0,541000000000.0,68874000000.0,-14520000000.0,2013.0,6.16,1474837662.0,63,13
58,AIG,31-12-2014,0.0,2692000000,-85000000,7,0,80958000000.0,,1758000000.0,0,4766000000.0,33611000000.0,,29166000000,0,4448000000,12219000000,10501000000,-74000000,0,0.0,0.0,48,30795000000.0,2927000000,0.0,1718000000,0,14406000000.0,2190000000,31217000000.0,347000000000.0,374000000,0,-9473000000,-571000000,5007000000.0,-19788000000.0,14284000000.0,7529000000,-2652000000,7529000000,7574000000,33990000000,0,10501000000,16,92189000000.0,0,0.0,10617000000,-4701000000,-122000000,377000000000.0,-9195000000,0,16,10,12,,0,29775000000.0,-4902000000,18491000000,0.0,11243000000.0,516000000000.0,0.0,0,107000000000.0,409000000000.0,516000000000.0,64406000000.0,-19218000000.0,2014.0,5.27,1428652751.0,63,13
59,AIG,31-12-2015,0.0,1455000000,-767000000,2,0,81510000000.0,,1629000000.0,0,4766000000.0,36581000000.0,,31509000000,0,4629000000,4562000000,3281000000,-39000000,0,0.0,0.0,37,21746000000.0,1059000000,0.0,1281000000,0,8514000000.0,548000000,29350000000.0,331000000000.0,552000000,0,-2938000000,-129000000,2877000000.0,-11429000000.0,8462000000.0,2196000000,153000000,2196000000,2222000000,31864000000,0,3281000000,6,90964000000.0,0,0.0,2537000000,3228000000,-52000000,377000000000.0,-6130000000,0,6,4,4,,0,30943000000.0,-10691000000,16417000000,0.0,10132000000.0,497000000000.0,0.0,0,89658000000.0,407000000000.0,497000000000.0,58327000000.0,-30098000000.0,2015.0,1.69,1299408284.0,28,28
60,AIV,31-12-2012,344358000.0,30716000,30743000,14,-359926000,3712684000.0,,229998000.0,0,1456000.0,386355000.0,,0,127561000,330217000,209759000,-19614000,0,0,5234961000.0,0.0,60,572156000.0,-858000,0.0,229373000,0,8306000.0,-67138000,0.0,0.0,239469000,80046000,-204539000,-6653000,316827000.0,-435147000.0,111667000.0,132456000,-172329000,82146000,-18756000,102897000,6235000,179016000,19,543778000.0,0,0.0,-3542000,-17074000,455469000,281438000.0,0,325173000,2,2,14,,0,-2863287000.0,-14660000,61732000,4413083000.0,0.0,6401380000.0,0.0,0,915425000.0,5485955000.0,6401380000.0,958511000.0,0.0,2012.0,0.61,217140983.6,16,16
61,AIV,31-12-2013,330756000.0,4592000,20666000,21,-401629000,3701339000.0,,182788000.0,0,1459000.0,380051000.0,,0,107775000,296825000,269685000,32637000,0,0,5391209000.0,0.0,61,594002000.0,-1959000,0.0,237048000,0,-116098000.0,-28541000,0.0,0.0,205287000,79953000,-188911000,-28662000,325596000.0,-419450000.0,65192000.0,207290000,-185105000,203673000,34596000,0,0,249019000,26,505416000.0,0,0.0,-4602000,-8135000,572056000,0.0,0,291910000,3,3,21,,0,-2798853000.0,-15782000,53073000,4388185000.0,0.0,6079413000.0,0.0,0,967457000.0,5111956000.0,6079413000.0,974053000.0,0.0,2013.0,1.4,148064285.7,12,12
62,AIV,31-12-2014,320996000.0,9039000,6049000,25,-651365000,3696143000.0,,120416000.0,0,1464000.0,380964000.0,,0,81882000,286422000,268399000,47428000,0,0,5472779000.0,0.0,61,603399000.0,-20047000,0.0,220971000,0,26315000.0,-29895000,0.0,0.0,214370000,87937000,-263166000,-26780000,321424000.0,-361882000.0,13678000.0,309249000,-300253000,300220000,67475000,0,1820000,262350000,27,476727000.0,0,0.0,-6456000,-4472000,630249000,28969000.0,0,282608000,5,4,31,,0,-2649542000.0,114803000,56621000,4135139000.0,0.0,6097028000.0,0.0,0,1227735000.0,4869293000.0,6097028000.0,984363000.0,0.0,2014.0,2.06,150120873.8,1,1
63,AIV,31-12-2015,355098000.0,619000,7336000,15,-536627000,4064659000.0,,137745000.0,0,1563000.0,365248000.0,,0,64052000,311487000,263551000,63866000,0,0,5529461000.0,0.0,63,616062000.0,-27524000,0.0,199685000,0,-429000.0,-22334000,0.0,0.0,141514000,87926000,-247022000,21818000,359891000.0,-167176000.0,-170897000.0,248710000,-201864000,235966000,91390000,0,0,256215000,26,473918000.0,0,0.0,-6040000,-7152000,359494000,53000.0,0,306301000,7,4,25,,0,-2596917000.0,339580000,53546000,3873160000.0,0.0,6144194000.0,0.0,0,1622391000.0,4521803000.0,6144194000.0,981310000.0,0.0,2015.0,1.52,163625000.0,49,49
64,AIZ,31-12-2013,1901799000.0,259904000,0,10,-52326000,3087533000.0,,1717184000.0,-34682000,1482000.0,6709936000.0,,3128931000,0,124851000,867434000,789699000,-23742000,0,253630000.0,784561000.0,26,2337721000.0,300792000,354636000.0,77735000,0,-334289000.0,609638000,1821828000.0,13918746000.0,0,0,664951000,807780000,1027561000.0,196699000.0,-392738000.0,488907000,-19777000,488907000,488907000,6832305000,0,789699000,9,2254238000.0,0,0.0,426830000,-1112000,-6123000,21169309000.0,-401280000,1470287000,9,16,5,,0,4415875000.0,-393012000,0,95206000.0,470458000.0,29714689000.0,0.0,0,4833479000.0,24881210000.0,29714689000.0,9047657000.0,-3098241000.0,2013.0,6.38,76631191.22,76,26
65,AIZ,31-12-2014,2832604000.0,-1037596000,0,9,-83603000,3131274000.0,,1318656000.0,-85742000,1490000.0,8093563000.0,,2957740000,0,133723000,802532000,744137000,-28126000,0,277645000.0,841239000.0,22,2288090000.0,273230000,381960000.0,58395000,0,136941000.0,1159016000,1403329000.0,13925074000.0,0,0,-467330000,-398528000,393816000.0,-776199000.0,63889000.0,470907000,-24236000,470907000,470907000,8715347000,0,744137000,7,2799559000.0,0,0.0,555767000,-16191000,10551000,22206329000.0,-222256000,1485558000,7,14,5,,0,4809287000.0,-215183000,0,95986000.0,345246000.0,31562466000.0,0.0,0,5181307000.0,26381159000.0,31562466000.0,10381653000.0,-3316511000.0,2014.0,6.52,72225000.0,45,45
66,AIZ,31-12-2015,2182538000.0,-93895000,0,3,-114896000,3148409000.0,,1288305000.0,-27269000,1497000.0,8666624000.0,,3150934000,0,124117000,256297000,201181000,-56231000,0,298414000.0,833512000.0,16,1658870000.0,59626000,277163000.0,55116000,0,236527000.0,294043000,1391801000.0,12615565000.0,0,0,0,-30351000,254572000.0,-487127000.0,264293000.0,141555000,-15593000,141555000,141555000,8755296000,0,201181000,2,2308263000.0,0,0.0,118549000,-100053000,142662000,22070824000.0,-168386000,1402573000,2,4,1,,0,4856674000.0,-292906000,0,0.0,508950000.0,30036402000.0,0.0,0,4523967000.0,25512435000.0,30036402000.0,10325494000.0,-3601162000.0,2015.0,2.08,68055288.46,42,42
68,AJG,31-12-2013,2525300000.0,-91300000,0,13,-93600000,1358100000.0,,1325500000.0,0,133600000.0,0.0,,279800000,0,197600000,341100000,291000000,-4800000,0,160400000.0,2145200000.0,100,3179600000.0,6400000,1078800000.0,50100000,0,0.0,161300000,2979700000.0,0.0,0,0,601500000,-4000000,372500000.0,480000000.0,-851700000.0,268600000,17600000,268600000,284600000,1288800000,0,291000000,9,582000000.0,0,0.0,-2600000,7500000,-758100000,794200000.0,-181300000,1153500000,9,14,8,,0,596400000.0,53600000,1685000000,630500000.0,0.0,6860500000.0,0.0,0,2085500000.0,4775000000.0,6860500000.0,3179600000.0,0.0,2013.0,2.08,129134615.4,68,18
69,AJG,31-12-2014,3247000000.0,69300000,0,9,-81500000,2649400000.0,,1682000000.0,0,164600000.0,0.0,,392600000,0,281800000,380500000,291500000,27900000,0,195400000.0,3449600000.0,100,4626500000.0,-36000000,1776000000.0,89000000,0,0.0,256500000,4748300000.0,0.0,75700000,0,817000000,16300000,436600000.0,1563500000.0,-2011700000.0,303400000,-136900000,303400000,327500000,1462500000,0,291500000,6,1051900000.0,0,0.0,-260600000,6900000,-1930200000,1192900000.0,-361600000,2078400000,6,9,7,,0,676000000.0,962700000,2167600000,140000000.0,0.0,10010000000.0,0.0,0,3229400000.0,6780600000.0,10010000000.0,4626500000.0,0.0,2014.0,1.98,153232323.2,93,43
70,AJG,31-12-2015,3689800000.0,-258900000,0,10,-99000000,3209400000.0,,1892500000.0,0,176900000.0,0.0,,643500000,0,356900000,396500000,293500000,-15100000,0,249000000.0,3662900000.0,100,5392400000.0,-95600000,1698800000.0,103000000,0,0.0,605900000,4948800000.0,0.0,49900000,0,78900000,166000000,652600000.0,-9900000.0,-461600000.0,356800000,-109400000,356800000,389100000,1734000000,0,293500000,5,1029800000.0,0,0.0,-522500000,5300000,-362600000,1215800000.0,-331000000,2567000000,5,8,7,,0,774500000.0,163400000,2428900000,245000000.0,0.0,10910500000.0,0.0,0,3638300000.0,7272200000.0,10910500000.0,5392400000.0,0.0,2015.0,2.07,172367149.8,9,9
72,AKAM,31-12-2012,176378000.0,-2108000,7104000,9,-166773000,5195543000.0,216.0,201989000.0,0,2015000.0,529900000.0,359.0,21427000,2565000,204163000,321591000,321591000,-89000,0,345091000.0,723701000.0,61,844047000.0,117602000,84554000.0,0,0,-222277000.0,59946000,0.0,657659000.0,0,0,0,-357208000,530020000.0,-108029000.0,-779110000.0,203989000,61438000,203989000,203989000,239199000,406000,314487000,23,39811000.0,51604000,26566000.0,-1640000,-34690000,-390060000,49364000.0,2592000,20962000,23,14,15,359.0,74744000,-2225702000.0,-96354000,433448000,0.0,235592000.0,2600627000.0,728384000.0,202944000,2345754000.0,254873000.0,2600627000.0,1373947000.0,-624462000.0,2012.0,1.15,177381739.1,28,28
73,AKAM,31-12-2013,224095000.0,-67184000,5586000,11,-187964000,4561929000.0,256.0,333891000.0,0,1808000.0,511087000.0,391.0,2325000,7936000,184431000,419554000,419554000,-3655000,0,450287000.0,757368000.0,68,1066835000.0,126067000,77429000.0,0,0,-19750000.0,52080000,0.0,573026000.0,0,0,0,131902000,563908000.0,-115243000.0,-313108000.0,293487000,101602000,293487000,293487000,293722000,1843000,413968000,26,67536000.0,62096000,39071000.0,-2091000,-41332000,-105394000,57152000.0,-508000,21547000,27,16,19,391.0,93879000,-1932215000.0,-96712000,535598000,0.0,340005000.0,2957685000.0,1029714000.0,263166000,2629431000.0,328254000.0,2957685000.0,1577922000.0,0.0,2013.0,1.65,177870909.1,77,27
74,AKAM,31-12-2014,282098000.0,-58397000,5720000,11,-207159000,4559430000.0,227.0,238650000.0,0,1783000.0,610943000.0,378.0,1955000,43128000,262869000,495239000,479776000,-10532000,0,601591000.0,1051294000.0,69,1352931000.0,145828000,132412000.0,15463000,0,-479392000.0,101721000,604851000.0,869992000.0,0,0,660873000,-95241000,658070000.0,436027000.0,-1178806000.0,333948000,56443000,333948000,333948000,375282000,1189000,489519000,25,81747000.0,128981000,51913000.0,-17611000,-52224000,-492255000,74221000.0,-38514000,32057000,24,16,17,378.0,125286000,-1598267000.0,-103568000,704880000,0.0,519642000.0,4001546000.0,1262555000.0,334011000,2945335000.0,1056211000.0,4001546000.0,1963874000.0,0.0,2014.0,1.87,178581818.2,10,10
75,AKAM,31-12-2015,278148000.0,-56247000,8999000,10,-311676000,4437420000.0,225.0,289473000.0,0,1772000.0,725620000.0,377.0,4700000,17051000,318088000,475149000,456624000,-10036000,0,753180000.0,1150244000.0,67,1471828000.0,135218000,156095000.0,18525000,0,153060000.0,54503000,624288000.0,774674000.0,0,0,0,50823000,764151000.0,-267728000.0,-435564000.0,321406000,107278000,321406000,321406000,380399000,767000,466150000,21,95844000.0,123228000,54292000.0,-41453000,-56214000,-276948000,93268000.0,19123000,27067000,21,15,15,377.0,148591000,-1276861000.0,-240815000,829253000,0.0,460088000.0,4187925000.0,1253188000.0,332440000,3120878000.0,1067047000.0,4187925000.0,2197448000.0,0.0,2015.0,1.8,178558888.9,13,13
76,ALB,31-12-2012,372309000.0,-25992000,1229000,17,-280873000,2761000.0,124.0,477696000.0,7364000,889000.0,1620311000.0,366.0,0,63368000,99020000,401012000,368212000,-2031000,38067000,1296571000.0,276966000.0,36,898843000.0,80433000,94464000.0,32800000,428145000,-26574000.0,-9492000,686588000.0,207141000.0,98410000,0,-14390000,8280000,488766000.0,-177294000.0,-301161000.0,311536000,90425000,311536000,325846000,422817000,111685000,399783000,16,154836000.0,78655000,0.0,85264000,-9124000,6286000,370318000.0,-2686000,0,15,20,12,254.0,78919000,1744684000.0,-42427000,308456000,12700000.0,0.0,3437291000.0,1407313000.0,385009000,1833598000.0,1603693000.0,3437291000.0,2519154000.0,0.0,2012.0,3.49,89265329.51,47,47
77,ALB,31-12-2013,411809000.0,-65906000,-6674000,25,-155346000,9957000.0,109.0,477239000.0,-1810000,801000.0,1543799000.0,340.0,0,129188000,107370000,570001000,538442000,12472000,31729000,1357069000.0,284203000.0,36,850471000.0,134445000,88203000.0,31559000,436049000,169000.0,31452000,1054310000.0,212178000.0,115415000,0,-18733000,-457000,432859000.0,-288046000.0,-157742000.0,413171000,-88016000,413171000,435726000,491958000,33361000,576675000,24,160229000.0,77669000,0.0,116245000,-6149000,-2565000,222160000.0,9935000,0,22,33,17,240.0,82246000,1500358000.0,-576745000,158189000,24554000.0,0.0,3584797000.0,1482915000.0,436363000,1627361000.0,1957436000.0,3584797000.0,2394270000.0,0.0,2013.0,4.93,83807505.07,94,44
